id,amount,status,user_id,payment_method_id,inserted_at,updated_at,amount_paid,fee,exchange_rate,deposit_type,dollar_instant_deposit_fee,dollar_processing_fee,currency
256184,100,Settlemented,59513,7,2021-05-11T11:39:23.000Z,2021-05-12T12:51:33.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256185,1000,Deleted,42357,1,2021-05-11T11:39:54.000Z,2021-05-11T11:40:07.000Z,498496,5.04,$1/₦496.0,instant,1,4.04,NGN
256534,20,Deleted,161291,1,2021-05-11T19:20:49.000Z,2021-05-11T19:20:50.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256186,1000,Settlemented,42357,1,2021-05-11T11:40:54.000Z,2021-05-11T11:41:57.000Z,498496,5.04,$1/₦496.0,instant,1,4.04,NGN
73871,700,Settlemented,49938,4,2020-08-24T14:53:08.000Z,2020-08-25T16:09:43.000Z,720.3,20.3,,standard,0,20.3,
256187,72,Settlemented,64837,1,2021-05-11T11:41:12.000Z,2021-05-11T11:43:05.000Z,36707.97,2.01,$1/₦496.0,instant,1,1.01,NGN
256188,500,Rejected,60365,4,2021-05-11T11:42:51.000Z,2021-05-11T11:44:11.000Z,514.5,14.5,,standard,0,14.5,USD
256454,400,Settlemented,28178,7,2021-05-11T16:33:02.000Z,2021-05-11T16:39:09.000Z,199046,1.31,$1/₦496.0,instant,1,0.31,NGN
256189,20,Settlemented,143574,7,2021-05-11T11:44:39.000Z,2021-05-12T12:49:04.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256190,500,Rejected,60365,4,2021-05-11T11:45:50.000Z,2021-05-11T11:46:58.000Z,514.5,14.5,,standard,0,14.5,USD
256466,62,Deleted,165960,1,2021-05-11T16:52:32.000Z,2021-05-11T16:54:18.000Z,31182.53,0.87,$1/₦496.0,standard,0,0.87,NGN
256191,1000,Deleted,118306,1,2021-05-11T11:46:44.000Z,2021-05-11T11:46:52.000Z,498000,4.04,$1/₦496.0,standard,0,4.04,NGN
256481,100,Settlemented,5617,3,2021-05-11T17:09:31.000Z,2021-05-12T17:23:49.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256193,105,Deleted,154089,7,2021-05-11T11:56:05.000Z,2021-05-11T11:56:14.000Z,52230,0.31,$1/₦496.0,standard,0,0.31,NGN
256194,5000,Deleted,166399,7,2021-05-11T11:58:02.000Z,2021-05-11T11:59:11.000Z,2480150,0.31,$1/₦496.0,standard,0,0.31,NGN
256195,500,Deleted,166403,1,2021-05-11T11:58:53.000Z,2021-05-11T11:59:11.000Z,250000,4.04,$1/₦496.0,standard,0,4.04,NGN
256253,100,Settlemented,19217,7,2021-05-11T13:13:32.000Z,2021-05-11T13:15:46.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256196,100,Settlemented,136864,7,2021-05-11T11:59:12.000Z,2021-05-11T12:01:16.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256477,20,Deleted,165909,4,2021-05-11T17:01:38.000Z,2021-05-11T17:01:47.000Z,20.58,0.58,,standard,0,0.58,USD
256197,20,Deleted,166414,2,2021-05-11T12:00:00.000Z,2021-05-11T12:00:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256200,20,Deleted,106558,4,2021-05-11T12:01:43.000Z,2021-05-11T12:01:52.000Z,20.58,0.58,,standard,0,0.58,USD
256512,100,Deleted,166714,1,2021-05-11T18:42:03.000Z,2021-05-11T18:44:20.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256201,20,Settlemented,164710,1,2021-05-11T12:02:14.000Z,2021-05-12T11:46:11.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256202,20,Deleted,111484,1,2021-05-11T12:07:08.000Z,2021-05-11T12:09:11.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256436,20,Deleted,80456,7,2021-05-11T16:16:38.000Z,2021-05-11T16:16:46.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256203,100,Deleted,163162,7,2021-05-11T12:08:26.000Z,2021-05-11T12:09:11.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256480,20,Deleted,166649,7,2021-05-11T17:05:06.000Z,2021-05-11T17:05:12.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256610,75,Deleted,163162,2,2021-05-11T22:21:15.000Z,2021-05-11T22:21:19.000Z,37720.8,1.05,$1/₦496.0,standard,0,1.05,NGN
256204,100,Deleted,151719,1,2021-05-11T12:10:13.000Z,2021-05-11T12:10:45.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256205,40,Settlemented,163778,7,2021-05-11T12:10:19.000Z,2021-05-12T17:25:24.000Z,19990,0.31,$1/₦496.0,standard,0,0.31,NGN
70545,20,Rejected,49717,4,2020-08-18T12:22:32.000Z,2020-08-18T12:39:27.000Z,20.58,0.58,,standard,0,0.58,
256206,50000,Deleted,166399,2,2021-05-11T12:10:20.000Z,2021-05-11T12:10:45.000Z,24802000,4.04,$1/₦496.0,standard,0,4.04,NGN
256601,20,Settlemented,159476,7,2021-05-11T21:49:42.000Z,2021-05-12T17:22:34.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256207,30,Deleted,58435,1,2021-05-11T12:10:37.000Z,2021-05-11T12:10:45.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256239,350,Settlemented,47254,7,2021-05-11T12:40:45.000Z,2021-05-11T12:43:07.000Z,174246,1.31,$1/₦496.0,instant,1,0.31,NGN
256208,40,Settlemented,160350,1,2021-05-11T12:11:19.000Z,2021-05-12T17:25:22.000Z,20117.76,0.56,$1/₦496.0,standard,0,0.56,NGN
256209,35,Deleted,58435,1,2021-05-11T12:11:48.000Z,2021-05-11T12:11:52.000Z,17603.04,0.49,$1/₦496.0,standard,0,0.49,NGN
256210,200,Deleted,166399,7,2021-05-11T12:12:05.000Z,2021-05-11T12:14:11.000Z,99350,0.31,$1/₦496.0,standard,0,0.31,NGN
256638,141.13,Deleted,30471,2,2021-05-11T23:07:14.000Z,2021-05-11T23:09:27.000Z,70980.49,1.98,$1/₦496.0,standard,0,1.98,NGN
256211,25,Deleted,6477,1,2021-05-11T12:13:13.000Z,2021-05-11T12:14:11.000Z,13069.6,1.36,$1/₦496.0,instant,1,0.35,NGN
256212,100,Deleted,163162,2,2021-05-11T12:13:34.000Z,2021-05-11T12:14:11.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256621,20,Deleted,160864,7,2021-05-11T22:31:45.000Z,2021-05-11T22:31:49.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
64705,50,Deleted,42624,4,2020-08-05T18:40:01.000Z,2020-08-05T19:26:04.000Z,51.45,1.45,,standard,0,1.45,
256213,25,Deleted,6477,7,2021-05-11T12:13:42.000Z,2021-05-11T12:14:06.000Z,13046,1.31,$1/₦496.0,instant,1,0.31,NGN
256707,20,Rejected,151751,1,2021-05-12T06:47:36.000Z,2021-05-12T06:49:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
73925,1000,Rejected,30945,4,2020-08-24T15:38:01.000Z,2020-08-24T15:41:18.000Z,1030,30,,instant,1,29,
256215,50,Deleted,4522,1,2021-05-11T12:14:00.000Z,2021-05-11T12:14:11.000Z,25643.2,1.71,$1/₦496.0,instant,1,0.7,NGN
256216,20,Deleted,108480,1,2021-05-11T12:15:40.000Z,2021-05-11T12:15:46.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256217,20,Deleted,166360,1,2021-05-11T12:16:08.000Z,2021-05-11T12:16:15.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
82893,235,Settlemented,47842,6,2020-09-04T12:24:26.000Z,2020-09-04T17:45:37.000Z,235,0,,standard,0,0,
256218,99,Deleted,117087,1,2021-05-11T12:16:10.000Z,2021-05-11T12:16:15.000Z,49791.46,1.39,$1/₦496.0,standard,0,1.39,NGN
256219,35,Deleted,163896,1,2021-05-11T12:16:32.000Z,2021-05-11T12:16:42.000Z,17603.04,0.49,$1/₦496.0,standard,0,0.49,NGN
256220,25,Deleted,78269,7,2021-05-11T12:18:24.000Z,2021-05-11T12:19:11.000Z,12550,0.31,$1/₦496.0,standard,0,0.31,NGN
256221,25,Settlemented,78269,1,2021-05-11T12:19:29.000Z,2021-05-12T17:25:19.000Z,12573.6,0.35,$1/₦496.0,standard,0,0.35,NGN
256222,2000,Deleted,53920,1,2021-05-11T12:19:49.000Z,2021-05-11T12:20:08.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256223,2000,Settlemented,53920,1,2021-05-11T12:20:42.000Z,2021-05-11T12:22:37.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256256,1500,Settlemented,1553,1,2021-05-11T13:17:24.000Z,2021-05-11T13:18:10.000Z,746744,5.54,$1/₦496.0,instant,1.5,4.04,NGN
256278,25,Deleted,166496,1,2021-05-11T13:33:35.000Z,2021-05-11T13:34:13.000Z,12573.6,0.35,$1/₦496.0,standard,0,0.35,NGN
256282,20,Deleted,166492,7,2021-05-11T13:36:21.000Z,2021-05-11T13:36:43.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256224,1000,Settlemented,127013,7,2021-05-11T12:20:43.000Z,2021-05-12T17:25:16.000Z,496150,0.31,$1/₦496.0,standard,0,0.31,NGN
64722,500,Rejected,44970,4,2020-08-05T19:13:21.000Z,2020-08-05T19:26:04.000Z,514.5,14.5,,standard,0,14.5,
256225,35,Rejected,58435,1,2021-05-11T12:21:22.000Z,2021-05-11T12:21:42.000Z,17603.04,0.49,$1/₦496.0,standard,0,0.49,NGN
256545,50,Deleted,115909,1,2021-05-11T19:35:21.000Z,2021-05-11T19:35:50.000Z,25643.2,1.71,$1/₦496.0,instant,1,0.7,NGN
256226,40,Deleted,121029,7,2021-05-11T12:24:59.000Z,2021-05-11T12:25:08.000Z,19990,0.31,$1/₦496.0,standard,0,0.31,NGN
95153,1000,Deleted,18996,4,2020-10-06T14:08:17.000Z,2020-10-06T14:09:13.000Z,1030,30,,instant,1,29,
256227,50,Deleted,62344,7,2021-05-11T12:26:30.000Z,2021-05-11T12:26:42.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256426,20,Deleted,166598,3,2021-05-11T15:57:33.000Z,2021-05-11T15:59:17.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256228,2010,Deleted,53920,1,2021-05-11T12:26:35.000Z,2021-05-11T12:26:42.000Z,999956.96,6.05,$1/₦496.0,instant,2.02,4.04,NGN
256229,1000,Settlemented,68849,4,2021-05-11T12:28:15.000Z,2021-05-11T12:31:39.000Z,1030,30,,instant,1,29,USD
256230,20,Deleted,104688,1,2021-05-11T12:29:27.000Z,2021-05-11T12:30:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256231,50,Deleted,165727,1,2021-05-11T12:33:33.000Z,2021-05-11T12:34:12.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256232,120,Deleted,48650,7,2021-05-11T12:35:35.000Z,2021-05-11T12:35:46.000Z,60166,1.31,$1/₦496.0,instant,1,0.31,NGN
64740,200,Deleted,40797,4,2020-08-05T19:45:42.000Z,2020-08-05T20:26:04.000Z,205.8,5.8,,standard,0,5.8,
256233,35,Deleted,163896,7,2021-05-11T12:35:56.000Z,2021-05-11T12:36:15.000Z,17510,0.31,$1/₦496.0,standard,0,0.31,NGN
256235,20,Deleted,165917,1,2021-05-11T12:38:22.000Z,2021-05-11T12:39:12.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256236,1000,Settlemented,88400,4,2021-05-11T12:39:59.000Z,2021-05-11T12:44:37.000Z,1030,30,,instant,1,29,USD
256677,8000,Deleted,25619,7,2021-05-12T04:18:25.000Z,2021-05-12T04:18:48.000Z,3968150,0.31,$1/₦496.0,standard,0,0.31,NGN
256237,119,Settlemented,48650,7,2021-05-11T12:40:03.000Z,2021-05-11T12:42:32.000Z,59670,1.31,$1/₦496.0,instant,1,0.31,NGN
256240,100,Deleted,33700,7,2021-05-11T12:42:42.000Z,2021-05-11T12:44:12.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
68366,20,Deleted,16275,4,2020-08-13T06:40:39.000Z,2020-08-13T07:28:19.000Z,21.58,1.58,,instant,1,0.58,
256241,250,Settlemented,25782,1,2021-05-11T12:43:50.000Z,2021-05-11T12:46:14.000Z,126232,4.5,$1/₦496.0,instant,1,3.5,NGN
255491,1000,Settlemented,155367,1,2021-05-10T12:38:13.000Z,2021-05-12T11:46:00.000Z,498000,4.04,$1/₦496.0,standard,0,4.04,NGN
256242,50,Settlemented,26623,1,2021-05-11T12:48:51.000Z,2021-05-11T12:50:14.000Z,25643.2,1.71,$1/₦496.0,instant,1,0.7,NGN
256258,20,Settlemented,69825,7,2021-05-11T13:18:41.000Z,2021-05-11T13:23:02.000Z,10566,1.31,$1/₦496.0,instant,1,0.31,NGN
256243,1000,Settlemented,22169,7,2021-05-11T12:52:04.000Z,2021-05-11T12:56:15.000Z,496646,1.31,$1/₦496.0,instant,1,0.31,NGN
256429,52,Settlemented,106662,1,2021-05-11T16:01:51.000Z,2021-05-11T16:02:47.000Z,26649.09,1.73,$1/₦496.0,instant,1,0.73,NGN
256244,38,Settlemented,58435,3,2021-05-11T12:53:30.000Z,2021-05-12T17:25:08.000Z,19111.87,0.54,$1/₦496.0,standard,0,0.54,NGN
68499,3000,Settlemented,5735,6,2020-08-13T12:03:31.000Z,2020-08-13T16:51:33.000Z,3000,0,,standard,0,0,
256245,100,Deleted,24760,7,2021-05-11T12:53:52.000Z,2021-05-11T12:54:12.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256246,100,Settlemented,24760,7,2021-05-11T12:54:02.000Z,2021-05-11T12:55:38.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256422,400,Settlemented,146872,7,2021-05-11T15:50:40.000Z,2021-05-11T15:53:10.000Z,199046,1.31,$1/₦496.0,instant,1,0.31,NGN
256248,170,Settlemented,110443,1,2021-05-11T13:03:43.000Z,2021-05-11T13:05:03.000Z,85996.48,3.38,$1/₦496.0,instant,1,2.38,NGN
256249,62,Settlemented,158904,1,2021-05-11T13:06:06.000Z,2021-05-11T13:07:56.000Z,31678.53,1.87,$1/₦496.0,instant,1,0.87,NGN
256250,20,Deleted,166465,1,2021-05-11T13:06:36.000Z,2021-05-11T13:06:42.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256251,20,Deleted,166465,7,2021-05-11T13:08:39.000Z,2021-05-11T13:09:13.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256255,200,Deleted,165719,1,2021-05-11T13:17:16.000Z,2021-05-11T13:19:13.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
64778,20,Rejected,49761,4,2020-08-05T20:41:19.000Z,2020-08-05T22:24:38.000Z,20.58,0.58,,standard,0,0.58,
256257,20,Deleted,69825,2,2021-05-11T13:17:34.000Z,2021-05-11T13:18:13.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256259,20,Settlemented,155564,1,2021-05-11T13:19:07.000Z,2021-05-11T13:20:41.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256382,100,Deleted,41860,7,2021-05-11T15:00:30.000Z,2021-05-11T15:00:47.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256260,21,Deleted,165812,7,2021-05-11T13:21:33.000Z,2021-05-11T13:21:43.000Z,10566,0.31,$1/₦496.0,standard,0,0.31,NGN
106695,13490,Settlemented,19240,6,2020-11-11T15:20:06.000Z,2020-11-12T17:17:29.000Z,13490,0,,standard,0,0,
106691,850,Settlemented,37048,6,2020-11-11T15:16:57.000Z,2020-11-12T17:14:10.000Z,850,0,,standard,0,0,
256261,200,Deleted,113953,1,2021-05-11T13:21:47.000Z,2021-05-11T13:21:53.000Z,101084.8,3.8,$1/₦496.0,instant,1,2.8,NGN
256262,5000,Deleted,163635,2,2021-05-11T13:22:16.000Z,2021-05-11T13:24:13.000Z,2482000,4.04,$1/₦496.0,standard,0,4.04,NGN
93520,1000,Settlemented,30801,6,2020-10-01T12:29:06.000Z,2020-10-01T15:56:10.000Z,1000,0,,standard,0,0,
256263,25,Deleted,98410,1,2021-05-11T13:22:30.000Z,2021-05-11T13:24:13.000Z,12573.6,0.35,$1/₦496.0,standard,0,0.35,NGN
106696,6500,Settlemented,39428,6,2020-11-11T15:20:45.000Z,2020-11-12T17:17:30.000Z,6500,0,,standard,0,0,
256364,30,Deleted,166551,1,2021-05-11T14:49:39.000Z,2021-05-11T14:50:10.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256396,40,Settlemented,42131,7,2021-05-11T15:24:07.000Z,2021-05-11T15:32:10.000Z,20486,1.31,$1/₦496.0,instant,1,0.31,NGN
256265,20,Settlemented,98410,1,2021-05-11T13:25:31.000Z,2021-05-12T17:25:05.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256266,100,Deleted,19153,7,2021-05-11T13:26:13.000Z,2021-05-11T13:26:15.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256267,24,Deleted,71504,7,2021-05-11T13:27:00.000Z,2021-05-11T13:29:13.000Z,12550,1.31,$1/₦496.0,instant,1,0.31,NGN
106699,7000,Settlemented,51104,6,2020-11-11T15:22:01.000Z,2020-11-12T17:14:18.000Z,7000,0,,standard,0,0,
256268,600,Deleted,35184,1,2021-05-11T13:28:59.000Z,2021-05-11T13:29:13.000Z,299600,4.04,$1/₦496.0,standard,0,4.04,NGN
256269,600,Deleted,35184,1,2021-05-11T13:29:05.000Z,2021-05-11T13:29:13.000Z,299600,4.04,$1/₦496.0,standard,0,4.04,NGN
256303,50,Deleted,166386,1,2021-05-11T13:59:08.000Z,2021-05-11T13:59:14.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256270,24,Deleted,165812,2,2021-05-11T13:29:22.000Z,2021-05-11T13:30:09.000Z,12070.66,0.34,$1/₦496.0,standard,0,0.34,NGN
256314,100,Settlemented,155629,7,2021-05-11T14:05:58.000Z,2021-05-11T14:09:22.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256603,1800,Deleted,53920,1,2021-05-11T22:01:21.000Z,2021-05-11T22:01:49.000Z,895692.8,5.84,$1/₦496.0,instant,1.8,4.04,NGN
256271,600,Settlemented,35184,7,2021-05-11T13:29:22.000Z,2021-05-12T17:25:03.000Z,297750,0.31,$1/₦496.0,standard,0,0.31,NGN
256272,24,Settlemented,165812,7,2021-05-11T13:30:22.000Z,2021-05-12T17:24:59.000Z,12054,0.31,$1/₦496.0,standard,0,0.31,NGN
93514,378.4,Settlemented,630,6,2020-10-01T12:26:12.000Z,2020-10-01T15:56:23.000Z,378.4,0,,standard,0,0,
256273,100,Settlemented,6006,7,2021-05-11T13:31:19.000Z,2021-05-11T13:34:02.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
82984,1000,Settlemented,16838,4,2020-09-04T13:48:12.000Z,2020-09-04T13:49:24.000Z,1030,30,,instant,1,29,
256274,200,Deleted,165719,1,2021-05-11T13:31:50.000Z,2021-05-11T13:31:53.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
256275,1900,Rejected,53920,1,2021-05-11T13:32:51.000Z,2021-05-11T13:34:13.000Z,945342.4,5.94,$1/₦496.0,instant,1.9,4.04,NGN
256276,1900,Rejected,53920,1,2021-05-11T13:33:18.000Z,2021-05-11T13:34:13.000Z,945342.4,5.94,$1/₦496.0,instant,1.9,4.04,NGN
256277,750,Settlemented,44859,7,2021-05-11T13:33:32.000Z,2021-05-12T17:24:56.000Z,372150,0.31,$1/₦496.0,standard,0,0.31,NGN
256279,50,Settlemented,119317,7,2021-05-11T13:34:09.000Z,2021-05-11T13:36:00.000Z,25446,1.31,$1/₦496.0,instant,1,0.31,NGN
256281,20,Settlemented,162301,1,2021-05-11T13:35:51.000Z,2021-05-12T17:24:54.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256283,20,Rejected,166492,1,2021-05-11T13:37:12.000Z,2021-05-11T13:39:13.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256284,200,Settlemented,19217,7,2021-05-11T13:38:34.000Z,2021-05-11T13:42:53.000Z,99846,1.31,$1/₦496.0,instant,1,0.31,NGN
256285,200,Deleted,165719,1,2021-05-11T13:38:35.000Z,2021-05-11T13:39:13.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
255827,20,Settlemented,165798,1,2021-05-10T20:25:45.000Z,2021-05-12T13:11:33.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256286,200,Deleted,165719,7,2021-05-11T13:39:41.000Z,2021-05-11T13:40:09.000Z,99350,0.31,$1/₦496.0,standard,0,0.31,NGN
256288,50,Deleted,166510,7,2021-05-11T13:46:57.000Z,2021-05-11T13:49:14.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
255890,250,Settlemented,62641,7,2021-05-10T22:13:15.000Z,2021-05-12T13:14:05.000Z,124150,0.31,$1/₦496.0,standard,0,0.31,NGN
256289,315,Settlemented,151141,1,2021-05-11T13:49:07.000Z,2021-05-11T13:52:09.000Z,158736,5.04,$1/₦496.0,instant,1,4.04,NGN
255482,60,Settlemented,42508,7,2021-05-10T12:27:21.000Z,2021-05-12T11:45:59.000Z,29910,0.31,$1/₦496.0,standard,0,0.31,NGN
256290,400,Settlemented,82172,7,2021-05-11T13:50:06.000Z,2021-05-11T13:52:26.000Z,199046,1.31,$1/₦496.0,instant,1,0.31,NGN
256291,100,Deleted,145996,7,2021-05-11T13:50:20.000Z,2021-05-11T13:50:46.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256664,20,Deleted,166492,1,2021-05-12T01:15:53.000Z,2021-05-12T01:16:20.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
255063,20,Settlemented,4985,7,2021-05-09T13:17:52.000Z,2021-05-12T11:45:56.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
255521,200,Settlemented,165479,1,2021-05-10T13:25:41.000Z,2021-05-12T11:46:02.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
256293,50,Settlemented,44089,4,2021-05-11T13:51:47.000Z,2021-05-11T13:53:29.000Z,52.45,2.45,,instant,1,1.45,USD
256312,21,Deleted,1441,3,2021-05-11T14:05:42.000Z,2021-05-11T14:05:47.000Z,10561.82,0.3,$1/₦496.0,standard,0,0.3,NGN
256294,500,Settlemented,75479,7,2021-05-11T13:52:44.000Z,2021-05-12T17:24:51.000Z,248150,0.31,$1/₦496.0,standard,0,0.31,NGN
256295,100,Deleted,145996,7,2021-05-11T13:54:46.000Z,2021-05-11T13:55:09.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256296,150,Rejected,79192,1,2021-05-11T13:55:16.000Z,2021-05-11T13:57:45.000Z,75937.6,3.1,$1/₦496.0,instant,1,2.1,NGN
256371,5000,Deleted,165888,7,2021-05-11T14:53:58.000Z,2021-05-11T14:54:15.000Z,2480150,0.31,$1/₦496.0,standard,0,0.31,NGN
256482,200,Deleted,166629,7,2021-05-11T17:10:40.000Z,2021-05-11T17:10:49.000Z,99350,0.31,$1/₦496.0,standard,0,0.31,NGN
256297,2000,Settlemented,19359,1,2021-05-11T13:55:43.000Z,2021-05-11T13:56:50.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256298,20.3,Rejected,103210,1,2021-05-11T13:56:16.000Z,2021-05-11T13:57:35.000Z,10209.77,0.29,$1/₦496.0,standard,0,0.29,NGN
256299,100,Settlemented,145996,1,2021-05-11T13:56:34.000Z,2021-05-11T14:00:48.000Z,50790.4,2.41,$1/₦496.0,instant,1,1.4,NGN
256300,20.3,Deleted,103210,7,2021-05-11T13:58:07.000Z,2021-05-11T13:59:01.000Z,10218.81,0.31,$1/₦496.0,standard,0,0.31,NGN
256302,150,Deleted,165505,1,2021-05-11T13:58:48.000Z,2021-05-11T13:59:14.000Z,75441.6,2.1,$1/₦496.0,standard,0,2.1,NGN
256304,198,Deleted,97170,7,2021-05-11T13:59:19.000Z,2021-05-11T14:00:10.000Z,98854,1.31,$1/₦496.0,instant,1,0.31,NGN
256354,20,Deleted,166513,3,2021-05-11T14:46:06.000Z,2021-05-11T14:46:16.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
64844,5000,Deleted,49193,7,2020-08-05T23:25:18.000Z,2020-08-05T23:46:04.000Z,2393850,0.32,$1/₦478.74,standard,0,0.32,
256306,200,Settlemented,41912,4,2021-05-11T14:00:17.000Z,2021-05-11T14:02:07.000Z,206.8,6.8,,instant,1,5.8,USD
256322,20,Settlemented,153837,1,2021-05-11T14:16:44.000Z,2021-05-12T17:24:47.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
74071,20,Deleted,44826,1,2020-08-24T18:52:49.000Z,2020-08-24T19:38:44.000Z,10252.07,1.29,$1/₦481.77,instant,1,0.29,
256308,198,Deleted,97170,7,2021-05-11T14:01:16.000Z,2021-05-11T14:01:44.000Z,98854,1.31,$1/₦496.0,instant,1,0.31,NGN
256710,20,Rejected,151751,1,2021-05-12T06:57:37.000Z,2021-05-12T06:59:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256309,150,Deleted,165505,1,2021-05-11T14:01:48.000Z,2021-05-11T14:01:53.000Z,75441.6,2.1,$1/₦496.0,standard,0,2.1,NGN
64841,150,Settlemented,8128,4,2020-08-05T23:20:17.000Z,2020-08-06T16:28:46.000Z,154.35,4.35,,standard,0,4.35,
256310,195,Deleted,97170,1,2021-05-11T14:03:07.000Z,2021-05-11T14:04:14.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256311,150,Deleted,165505,7,2021-05-11T14:04:49.000Z,2021-05-11T14:05:10.000Z,74550,0.31,$1/₦496.0,standard,0,0.31,NGN
256581,100,Settlemented,165925,1,2021-05-11T20:46:24.000Z,2021-05-12T17:23:01.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
255802,20,Settlemented,162712,7,2021-05-10T20:00:54.000Z,2021-05-12T13:11:28.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
65052,20,Deleted,46849,4,2020-08-06T11:45:30.000Z,2020-08-06T12:24:44.000Z,20.58,0.58,,standard,0,0.58,
255800,38,Settlemented,108410,7,2021-05-10T19:58:55.000Z,2021-05-12T13:11:26.000Z,18998,0.31,$1/₦496.0,standard,0,0.31,NGN
256313,150,Deleted,165505,1,2021-05-11T14:05:47.000Z,2021-05-11T14:06:15.000Z,75441.6,2.1,$1/₦496.0,standard,0,2.1,NGN
83163,1650,Settlemented,33074,3,2020-09-04T15:38:31.000Z,2020-09-04T15:39:13.000Z,735993.26,6.16,$1/₦444.4,instant,1.66,4.51,
256703,62,Rejected,106121,1,2021-05-12T06:37:09.000Z,2021-05-12T06:39:30.000Z,31678.53,1.87,$1/₦496.0,instant,1,0.87,NGN
255709,100,Settlemented,116104,1,2021-05-10T17:33:09.000Z,2021-05-12T13:09:24.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
255665,21,Settlemented,164530,1,2021-05-10T16:25:29.000Z,2021-05-12T13:09:16.000Z,10561.82,0.3,$1/₦496.0,standard,0,0.3,NGN
22323,970,Settlemented,5495,6,2020-04-17T13:28:31.000Z,2020-04-17T15:55:35.000Z,970,0,,standard,0,0,
